Region,InstanceType,OnDemand_Hourly,Spot_Hourly,EC2_SP_1yr_Hourly,EC2_SP_3yr_Hourly,Compute_SP_1yr_Hourly,Compute_SP_3yr_Hourly,RI_1yr_NoUpfront,RI_3yr_NoUpfront,RI_1yr_PartialUpfront,RI_3yr_PartialUpfront,RI_1yr_AllUpfront,RI_3yr_AllUpfront
us-east-1,x2iedn.2xlarge,0.0,0.5434,,,,,4.66725,4.66725,4.66725,4.66725,4.66725,4.66725
us-east-1,x2iedn.32xlarge,42.036,7.1225,,,,,42.036,42.036,42.036,42.036,42.036,42.036
us-east-1,x2iedn.4xlarge,5.2545,1.0479,,,,,3.3345,3.3345,3.3345,3.3345,3.3345,3.3345
us-east-1,x2iedn.8xlarge,18.669,1.7651,,,,,18.669,18.669,18.669,18.669,18.669,18.669
us-east-1,x2iedn.metal,0.0,2.6676,,,,,42.036,42.036,42.036,42.036,42.036,42.036
us-east-1,x2iedn.xlarge,0.90123,0.2473,,,,,0.90123,0.90123,0.90123,0.90123,0.90123,0.90123
us-east-1,x2iezn.12xlarge,10.008,3.8885,,,,,28.008,28.008,28.008,28.008,28.008,28.008
us-east-1,x2iezn.2xlarge,0.0,0.533,,,,,4.668,4.668,4.668,4.668,4.668,4.668
us-east-1,x2iezn.4xlarge,0.0,1.0279,,,,,3.336,3.336,3.336,3.336,3.336,3.336
us-east-1,x2iezn.6xlarge,5.4096,1.4125,,,,,7.884,7.884,7.884,7.884,7.884,7.884
us-east-1,x2iezn.8xlarge,0.0,1.6855,,,,,7.2128,7.2128,7.2128,7.2128,7.2128,7.2128
us-east-1,x2iezn.metal,10.008,4.0164,,,,,10.008,10.008,10.008,10.008,10.008,10.008
us-east-1,x8g.12xlarge,4.6896,1.6048,,,,,4.6896,4.6896,4.6896,4.6896,4.6896,4.6896
us-east-1,x8g.16xlarge,0.0,1.2123,,,,,6.2528,6.2528,6.2528,6.2528,6.2528,6.2528
us-east-1,x8g.24xlarge,0.0,0.9379,,,,,9.3792,9.3792,9.3792,9.3792,9.3792,9.3792
us-east-1,x8g.2xlarge,0.0,0.2466,,,,,0.7816,0.7816,0.7816,0.7816,0.7816,0.7816
us-east-1,x8g.48xlarge,18.7584,3.0889,,,,,18.7584,18.7584,18.7584,18.7584,18.7584,18.7584
us-east-1,x8g.4xlarge,1.5632,1.0208,,,,,1.5632,1.5632,1.5632,1.5632,1.5632,1.5632
us-east-1,x8g.8xlarge,3.1264,0.7808,,,,,3.1264,3.1264,3.1264,3.1264,3.1264,3.1264
us-east-1,x8g.large,0.1954,0.0628,,,,,0.1954,0.1954,0.1954,0.1954,0.1954,0.1954
us-east-1,x8g.medium,0.0977,0.0118,,,,,0.0977,0.0977,0.0977,0.0977,0.0977,0.0977
us-east-1,x8g.metal-24xl,0.0,2.2974,,,,,9.3792,9.3792,9.3792,9.3792,9.3792,9.3792
us-east-1,x8g.metal-48xl,18.7584,3.8485,,,,,18.7584,18.7584,18.7584,18.7584,18.7584,18.7584
us-east-1,x8g.xlarge,0.0,0.0391,,,,,0.3908,0.3908,0.3908,0.3908,0.3908,0.3908
us-east-1,z1d.12xlarge,22.464,0.9735,,,,,22.464,22.464,22.464,22.464,22.464,22.464
us-east-1,z1d.2xlarge,1.704,0.3158,,,,,1.704,1.704,1.704,1.704,1.704,1.704
us-east-1,z1d.3xlarge,2.556,0.3538,,,,,1.116,1.116,1.116,1.116,1.116,1.116
us-east-1,z1d.6xlarge,0.0,0.7354,,,,,11.232,11.232,11.232,11.232,11.232,11.232
us-east-1,z1d.large,0.186,0.053,,,,,0.186,0.186,0.186,0.186,0.186,0.186
us-east-1,z1d.metal,5.275,0.9068,,,,,5.275,5.275,5.275,5.275,5.275,5.275
us-east-1,z1d.xlarge,0.0,0.1121,,,,,0.852,0.852,0.852,0.852,0.852,0.852
