priceType,skuName,productName,retailPrice,unitOfMeasure,location,meterName,reservationTerm,currencyCode,armRegionName,serviceName
,Standard_D32_v5 Low Priority,Virtual Machines Dv5 Series,0.307,1 Hour,US East 2,D32 v5 Low Priority,,USD,eastus2,Virtual Machines
,F8,Virtual Machines F Series Windows,0.766,1 Hour,US East 2,F8/F8s,,USD,eastus2,Virtual Machines
,F8,Virtual Machines F Series Windows,0.398,1 Hour,US East 2,F8/F8s,,USD,eastus2,Virtual Machines
,DC48edsv5,Virtual Machines DCedsv5 Series Windows,4.92,1 Hour,US East 2,DC48edsv5,,USD,eastus2,Virtual Machines
,DC48edsv5,Virtual Machines DCedsv5 Series Windows,2.712,1 Hour,US East 2,DC48edsv5,,USD,eastus2,Virtual Machines
,Standard_DC16as_cc_v5,Virtual Machines DCasccv5 Series Windows,1.424,1 Hour,US East 2,DC16ascc v5,,USD,eastus2,Virtual Machines
,Standard_DC16as_cc_v5,Virtual Machines DCasccv5 Series Windows,0.688,1 Hour,US East 2,DC16ascc v5,,USD,eastus2,Virtual Machines
,E2pds v6 Spot,Virtual Machines Epdsv6 Series,0.01638,1 Hour,US East 2,E2pds v6 Spot,,USD,eastus2,Virtual Machines
,E4s v5,Virtual Machines Esv5 Series,0.252,1 Hour,US East 2,E4s v5,,USD,eastus2,Virtual Machines
,E4s v5,Virtual Machines Esv5 Series,1302.0,1 Hour,US East 2,E4s v5,1 Year,USD,eastus2,Virtual Machines
,E4s v5,Virtual Machines Esv5 Series,2517.0,1 Hour,US East 2,E4s v5,3 Years,USD,eastus2,Virtual Machines
,D4ls v6 Spot,Virtual Machines Dlsv6 Series,0.02506,1 Hour,US East 2,D4ls v6 Spot,,USD,eastus2,Virtual Machines
,HB176-144rsv4,Virtual Machines HBrsv4 series Windows,15.296,1 Hour,US East 2,HB176-144rsv4,,USD,eastus2,Virtual Machines
,HB176-144rsv4,Virtual Machines HBrsv4 series Windows,7.2,1 Hour,US East 2,HB176-144rsv4,,USD,eastus2,Virtual Machines
,D64s v4,Virtual Machines Dsv4 Series,3.072,1 Hour,US East 2,D64s v4,,USD,eastus2,Virtual Machines
,D64s v4,Virtual Machines Dsv4 Series,15877.0,1 Hour,US East 2,D64s v4,1 Year,USD,eastus2,Virtual Machines
,D64s v4,Virtual Machines Dsv4 Series,30678.0,1 Hour,US East 2,D64s v4,3 Years,USD,eastus2,Virtual Machines
,L96as v4,Virtual Machines Lasv4 Series Windows,12.672,1 Hour,US East 2,L96as v4,,USD,eastus2,Virtual Machines
,L96as v4,Virtual Machines Lasv4 Series Windows,8.256,1 Hour,US East 2,L96as v4,,USD,eastus2,Virtual Machines
,Standard_E112ibds_v5,Virtual Machines Ebdsv5 Series,10.287,1 Hour,US East 2,E112ibds v5,,USD,eastus2,Virtual Machines
,Standard_E112ibds_v5,Virtual Machines Ebdsv5 Series,53168.0,1 Hour,US East 2,E112ibds v5,1 Year,USD,eastus2,Virtual Machines
,Standard_E112ibds_v5,Virtual Machines Ebdsv5 Series,102732.0,1 Hour,US East 2,E112ibds v5,3 Years,USD,eastus2,Virtual Machines
,standard_DC2s_v3,DCsv3 Series Linux,0.192,1 Hour,US East 2,DC2s_v3,,USD,eastus2,Virtual Machines
,standard_DC2s_v3,DCsv3 Series Linux,1346.0,1 Hour,US East 2,DC2s_v3,1 Year,USD,eastus2,Virtual Machines
,standard_DC2s_v3,DCsv3 Series Linux,3027.0,1 Hour,US East 2,DC2s_v3,3 Years,USD,eastus2,Virtual Machines
,EC8esv5,Virtual Machines ECesv5 Series Windows,0.872,1 Hour,US East 2,EC8esv5,,USD,eastus2,Virtual Machines
,EC8esv5,Virtual Machines ECesv5 Series Windows,0.504,1 Hour,US East 2,EC8esv5,,USD,eastus2,Virtual Machines
,Standard_M64-32bds_1_v3 Spot,Virtual Machines Mbdsv3 Series Windows,3.6288,1 Hour,US East 2,Standard_M64-32bds_1_v3 Spot,,USD,eastus2,Virtual Machines
,Standard_M64-32bds_1_v3 Spot,Virtual Machines Mbdsv3 Series Windows,3.2172,1 Hour,US East 2,Standard_M64-32bds_1_v3 Spot,,USD,eastus2,Virtual Machines
,FX32-8mds v2,Virtual Machines FXmdsv2 Series,4.377,1 Hour,US East 2,FX32-8mds v2,,USD,eastus2,Virtual Machines
,FX32-8mds v2,Virtual Machines FXmdsv2 Series,21853.0,1 Hour,US East 2,FX32-8mds v2,1 Year,USD,eastus2,Virtual Machines
,FX32-8mds v2,Virtual Machines FXmdsv2 Series,31054.0,1 Hour,US East 2,FX32-8mds v2,3 Years,USD,eastus2,Virtual Machines
,Msmv2MedMem Type1,MSv2 Series Dedicated Host,28.896,1 Hour,US East 2,Msmv2MedMem Type1,,USD,eastus2,Virtual Machines
,Msmv2MedMem Type1,MSv2 Series Dedicated Host,146815.0,1 Hour,US East 2,Msmv2MedMem Type1,1 Year,USD,eastus2,Virtual Machines
,Msmv2MedMem Type1,MSv2 Series Dedicated Host,212629.0,1 Hour,US East 2,Msmv2MedMem Type1,3 Years,USD,eastus2,Virtual Machines
,Standard_D4_v5 Spot,Virtual Machines Dv5 Series,0.040358,1 Hour,US East 2,D4 v5 Spot,,USD,eastus2,Virtual Machines
,L4s v4 Spot,Virtual Machines Lsv4 Series Windows,0.1066,1 Hour,US East 2,L4s v4 Spot,,USD,eastus2,Virtual Machines
,L4s v4 Spot,Virtual Machines Lsv4 Series Windows,0.0698,1 Hour,US East 2,L4s v4 Spot,,USD,eastus2,Virtual Machines
,Standard_D2_v5 Spot,Virtual Machines Dv5 Series Windows,0.039518,1 Hour,US East 2,D2 v5 Spot,,USD,eastus2,Virtual Machines
,Standard_D2_v5 Spot,Virtual Machines Dv5 Series Windows,0.020179,1 Hour,US East 2,D2 v5 Spot,,USD,eastus2,Virtual Machines
,A2m v2,Virtual Machines Av2 Series,0.119,1 Hour,US East 2,A2m v2,,USD,eastus2,Virtual Machines
,A2m v2,Virtual Machines Av2 Series,613.0,1 Hour,US East 2,A2m v2,1 Year,USD,eastus2,Virtual Machines
,A2m v2,Virtual Machines Av2 Series,1185.0,1 Hour,US East 2,A2m v2,3 Years,USD,eastus2,Virtual Machines
,Standard_M96bds_v3,Virtual Machines Mbdsv3 Series Windows,13.2,1 Hour,US East 2,Standard_M96bds_v3,,USD,eastus2,Virtual Machines
,Standard_M96bds_v3,Virtual Machines Mbdsv3 Series Windows,8.79,1 Hour,US East 2,Standard_M96bds_v3,,USD,eastus2,Virtual Machines
,Standard_FX48mds,Virtual Machines FX Series,4.464,1 Hour,US East 2,FX48mds,,USD,eastus2,Virtual Machines
,Standard_FX48mds,Virtual Machines FX Series,23072.0,1 Hour,US East 2,FX48mds,1 Year,USD,eastus2,Virtual Machines
,Standard_FX48mds,Virtual Machines FX Series,42233.0,1 Hour,US East 2,FX48mds,3 Years,USD,eastus2,Virtual Machines
,E4a v4 Spot,Virtual Machines Eav4 Series Windows,0.056767,1 Hour,US East 2,E4a v4/E4as v4 Spot,,USD,eastus2,Virtual Machines
,E4a v4 Spot,Virtual Machines Eav4 Series Windows,0.03281,1 Hour,US East 2,E4a v4/E4as v4 Spot,,USD,eastus2,Virtual Machines
,D64ns v6 Spot,Virtual Machines Dnv6 Series Windows,1.5242,1 Hour,US East 2,D64ns v6 Spot,,USD,eastus2,Virtual Machines
,D64ns v6 Spot,Virtual Machines Dnv6 Series Windows,0.9354,1 Hour,US East 2,D64ns v6 Spot,,USD,eastus2,Virtual Machines
,D8ls v6,Virtual Machines Dlsv6 Series,0.357,1 Hour,US East 2,D8ls v6,,USD,eastus2,Virtual Machines
,D8ls v6,Virtual Machines Dlsv6 Series,1939.0,1 Hour,US East 2,D8ls v6,1 Year,USD,eastus2,Virtual Machines
,D8ls v6,Virtual Machines Dlsv6 Series,3659.0,1 Hour,US East 2,D8ls v6,3 Years,USD,eastus2,Virtual Machines
,Standard_EC32ads_cc_v5 Low Priority,Virtual Machines ECadsccv5 Series,0.419,1 Hour,US East 2,EC32adscc v5 Low Priority,,USD,eastus2,Virtual Machines
,E16as v5 Low Priority,Easv5 Series CloudServices,0.38,1 Hour,US East 2,E16as v5 Low Priority,,USD,eastus2,Virtual Machines
,E16ds v4 Spot,Virtual Machines Edsv4 Series,0.216115,1 Hour,US East 2,E16ds v4 Spot,,USD,eastus2,Virtual Machines
,Standard_E112ibs_v5 Spot,Virtual Machines Ebsv5 Series,1.814491,1 Hour,US East 2,E112ibs v5 Spot,,USD,eastus2,Virtual Machines
,F8ams v6,Virtual Machines Famsv6 Series,0.716,1 Hour,US East 2,F8ams v6,,USD,eastus2,Virtual Machines
,F8ams v6,Virtual Machines Famsv6 Series,3889.0,1 Hour,US East 2,F8ams v6,1 Year,USD,eastus2,Virtual Machines
,F8ams v6,Virtual Machines Famsv6 Series,7338.0,1 Hour,US East 2,F8ams v6,3 Years,USD,eastus2,Virtual Machines
,D2alds v6 Spot,Virtual Machines Daldsv6 Series Windows,0.024347,1 Hour,US East 2,D2alds v6 Spot,,USD,eastus2,Virtual Machines
,D2alds v6 Spot,Virtual Machines Daldsv6 Series Windows,0.012395,1 Hour,US East 2,D2alds v6 Spot,,USD,eastus2,Virtual Machines
,Esv3 Type3,ESv3 Series Dedicated Host,4.297,1 Hour,US East 2,Esv3 Type3,,USD,eastus2,Virtual Machines
,Esv3 Type3,ESv3 Series Dedicated Host,22171.0,1 Hour,US East 2,Esv3 Type3,1 Year,USD,eastus2,Virtual Machines
,Esv3 Type3,ESv3 Series Dedicated Host,44018.0,1 Hour,US East 2,Esv3 Type3,3 Years,USD,eastus2,Virtual Machines
,NV16as v4 Low Priority,Virtual Machines NVasv4 Series Windows,0.667,1 Hour,US East 2,NV16as v4 Low Priority,,USD,eastus2,Virtual Machines
,NV16as v4 Low Priority,Virtual Machines NVasv4 Series Windows,0.186,1 Hour,US East 2,NV16as v4 Low Priority,,USD,eastus2,Virtual Machines
,Standard_D8_v5 Spot,Virtual Machines Dv5 Series,0.080717,1 Hour,US East 2,D8 v5 Spot,,USD,eastus2,Virtual Machines
,E96-48as_v4 Spot,Virtual Machines Easv4 Series,0.78745,1 Hour,US East 2,E96-48as_v4 Spot,,USD,eastus2,Virtual Machines
,B16s v2,Virtual Machines Bsv2 Series Windows,0.739,1 Hour,US East 2,B16s v2,,USD,eastus2,Virtual Machines
,B16s v2,Virtual Machines Bsv2 Series Windows,0.666,1 Hour,US East 2,B16s v2,,USD,eastus2,Virtual Machines
,M64ms Low Priority,Virtual Machines MS Series Windows,5.856,1 Hour,US East 2,M64ms Low Priority,,USD,eastus2,Virtual Machines
,M64ms Low Priority,Virtual Machines MS Series Windows,2.067,1 Hour,US East 2,M64ms Low Priority,,USD,eastus2,Virtual Machines
,E16d v4 Low Priority,Virtual Machines Edv4 Series,0.23,1 Hour,US East 2,E16d v4 Low Priority,,USD,eastus2,Virtual Machines
,D8 v3 Low Priority,Virtual Machines Dv3 Series Windows,0.301,1 Hour,US East 2,D8 v3/D8s v3 Low Priority,,USD,eastus2,Virtual Machines
,D8 v3 Low Priority,Virtual Machines Dv3 Series Windows,0.077,1 Hour,US East 2,D8 v3/D8s v3 Low Priority,,USD,eastus2,Virtual Machines
,Standard_L80s_v3,Virtual Machines Lsv3 Series,6.98,1 Hour,US East 2,L80s v3,,USD,eastus2,Virtual Machines
,Standard_L80s_v3,Virtual Machines Lsv3 Series,39133.0,1 Hour,US East 2,L80s v3,1 Year,USD,eastus2,Virtual Machines
,Standard_L80s_v3,Virtual Machines Lsv3 Series,77042.0,1 Hour,US East 2,L80s v3,3 Years,USD,eastus2,Virtual Machines
,Standard_D8ps_v5 Spot,Virtual Machines Dpsv5 Series,0.04312,1 Hour,US East 2,D8ps v5 Spot,,USD,eastus2,Virtual Machines
,M208-52ms_v2,Virtual Machines MSv2 Series Windows,54.188,1 Hour,US East 2,M208-52ms_v2,,USD,eastus2,Virtual Machines
,M208-52ms_v2,Virtual Machines MSv2 Series Windows,44.62,1 Hour,US East 2,M208-52ms_v2,,USD,eastus2,Virtual Machines
,E48ds v6 Spot,Virtual Machines Edsv6 Series Windows,0.85848,1 Hour,US East 2,E48ds v6 Spot,,USD,eastus2,Virtual Machines
,E48ds v6 Spot,Virtual Machines Edsv6 Series Windows,0.54936,1 Hour,US East 2,E48ds v6 Spot,,USD,eastus2,Virtual Machines
,M192ims_v2 Low Priority,Virtual Machines MSv2 Series Windows,16.19,1 Hour,US East 2,M192ims_v2 Low Priority,,USD,eastus2,Virtual Machines
,M192ims_v2 Low Priority,Virtual Machines MSv2 Series Windows,6.329,1 Hour,US East 2,M192ims_v2 Low Priority,,USD,eastus2,Virtual Machines
,Standard_M96-24s_2_v3 Low Priority,Virtual Machines Msv3 Medium Memory Series Windows,5.4216,1 Hour,US East 2,Standard_M96-24s_2_v3 Low Priority,,USD,eastus2,Virtual Machines
,Standard_M96-24s_2_v3 Low Priority,Virtual Machines Msv3 Medium Memory Series Windows,2.49,1 Hour,US East 2,Standard_M96-24s_2_v3 Low Priority,,USD,eastus2,Virtual Machines
,F4als v6 Spot,Virtual Machines Falsv6 Series Windows,0.055465,1 Hour,US East 2,F4als v6 Spot,,USD,eastus2,Virtual Machines
,F4als v6 Spot,Virtual Machines Falsv6 Series Windows,0.031508,1 Hour,US East 2,F4als v6 Spot,,USD,eastus2,Virtual Machines
,B16ls v2,Virtual Machines Bsv2 Series Windows,0.663,1 Hour,US East 2,B16ls v2,,USD,eastus2,Virtual Machines
,B16ls v2,Virtual Machines Bsv2 Series Windows,0.589,1 Hour,US East 2,B16ls v2,,USD,eastus2,Virtual Machines
,FX24-6ms v2 Spot,Virtual Machines FXmsv2 Series,0.37184,1 Hour,US East 2,FX24-6ms v2 Spot,,USD,eastus2,Virtual Machines
,M192idms_v2 Spot,Virtual Machines MdSv2 Series Windows,5.72544,1 Hour,US East 2,M192idms_v2 Spot,,USD,eastus2,Virtual Machines
,M192idms_v2 Spot,Virtual Machines MdSv2 Series Windows,4.48896,1 Hour,US East 2,M192idms_v2 Spot,,USD,eastus2,Virtual Machines
,Standard_NV36adms_A10_v5 Low Priority,Virtual Machines NVadsA10v5 Series Windows,2.47,1 Hour,US East 2,NV36adms A10 v5 Low Priority,,USD,eastus2,Virtual Machines
,Standard_NV36adms_A10_v5 Low Priority,Virtual Machines NVadsA10v5 Series Windows,0.904,1 Hour,US East 2,NV36adms A10 v5 Low Priority,,USD,eastus2,Virtual Machines
,M64m Spot,Virtual Machines MS Series,1.445113,1 Hour,US East 2,M64m Spot,,USD,eastus2,Virtual Machines
,Standard_EC4ads_cc_v5 Spot,Virtual Machines ECadsccv5 Series Windows,0.0892,1 Hour,US East 2,EC4adscc v5 Spot,,USD,eastus2,Virtual Machines
,Standard_EC4ads_cc_v5 Spot,Virtual Machines ECadsccv5 Series Windows,0.0524,1 Hour,US East 2,EC4adscc v5 Spot,,USD,eastus2,Virtual Machines
,D128nlds v6,Virtual Machines Dnldv6 Series Linux,9.249,1 Hour,US East 2,D128nlds v6,,USD,eastus2,Virtual Machines
,L12aos v4 Spot,Virtual Machines Laosv4 Series,0.2712,1 Hour,US East 2,L12aos v4 Spot,,USD,eastus2,Virtual Machines
,E80ids v4 Low Priority,Virtual Machines Edsv4 Series,1.152,1 Hour,US East 2,E80ids v4 Low Priority,,USD,eastus2,Virtual Machines
,Fsv2 Type3,FSv2 Series Dedicated Host,4.276,1 Hour,US East 2,Fsv2 Type3,,USD,eastus2,Virtual Machines
,Fsv2 Type3,FSv2 Series Dedicated Host,22099.0,1 Hour,US East 2,Fsv2 Type3,1 Year,USD,eastus2,Virtual Machines
,Fsv2 Type3,FSv2 Series Dedicated Host,41575.0,1 Hour,US East 2,Fsv2 Type3,3 Years,USD,eastus2,Virtual Machines
,D64 v3,Virtual Machines Dv3 Series,3.072,1 Hour,US East 2,D64 v3/D64s v3,,USD,eastus2,Virtual Machines
,D64 v3,Virtual Machines Dv3 Series,16048.0,1 Hour,US East 2,D64 v3/D64s v3,1 Year,USD,eastus2,Virtual Machines
,D64 v3,Virtual Machines Dv3 Series,30988.0,1 Hour,US East 2,D64 v3/D64s v3,3 Years,USD,eastus2,Virtual Machines
,Standard_D4ads_v5 Spot,Virtual Machines Dadsv5 Series,0.026821,1 Hour,US East 2,D4ads v5 Spot,,USD,eastus2,Virtual Machines
,E32-16as v6 Spot,Virtual Machines Easv6 Series Windows,0.6758,1 Hour,US East 2,E32-16as v6 Spot,,USD,eastus2,Virtual Machines
,E32-16as v6 Spot,Virtual Machines Easv6 Series Windows,0.3814,1 Hour,US East 2,E32-16as v6 Spot,,USD,eastus2,Virtual Machines
,B32as v2,Basv2 Series Cloud Services,1.35,1 Hour,US East 2,B32as v2,,USD,eastus2,Virtual Machines
,E16-4ads v5 Spot,Virtual Machines Eadsv5 Series Windows,0.232277,1 Hour,US East 2,E16-4ads v5 Spot,,USD,eastus2,Virtual Machines
,E16-4ads v5 Spot,Virtual Machines Eadsv5 Series Windows,0.13645,1 Hour,US East 2,E16-4ads v5 Spot,,USD,eastus2,Virtual Machines
,Standard_D16s_v5,Virtual Machines Dsv5 Series,0.768,1 Hour,US East 2,D16s v5,,USD,eastus2,Virtual Machines
,Standard_D16s_v5,Virtual Machines Dsv5 Series,3969.0,1 Hour,US East 2,D16s v5,1 Year,USD,eastus2,Virtual Machines
,Standard_D16s_v5,Virtual Machines Dsv5 Series,7468.0,1 Hour,US East 2,D16s v5,3 Years,USD,eastus2,Virtual Machines
,D48nlds v6,Virtual Machines Dnldv6 Series Windows,5.676,1 Hour,US East 2,D48nlds v6,,USD,eastus2,Virtual Machines
,D48nlds v6,Virtual Machines Dnldv6 Series Windows,3.468,1 Hour,US East 2,D48nlds v6,,USD,eastus2,Virtual Machines
,Standard_D32as_v5 Spot,Virtual Machines Dasv5 Series Windows,0.37081,1 Hour,US East 2,D32as v5 Spot,,USD,eastus2,Virtual Machines
,Standard_D32as_v5 Spot,Virtual Machines Dasv5 Series Windows,0.179155,1 Hour,US East 2,D32as v5 Spot,,USD,eastus2,Virtual Machines
,E64-32as v5 Low Priority,Virtual Machines Easv5 Series,0.723,1 Hour,US East 2,E64-32as v5 Low Priority,,USD,eastus2,Virtual Machines
,Standard_M176bds_4_v3 Spot,Virtual Machines Mbdsv3 Series Windows,9.9302,1 Hour,US East 2,Standard_M176bds_4_v3 Spot,,USD,eastus2,Virtual Machines
,Standard_M176bds_4_v3 Spot,Virtual Machines Mbdsv3 Series Windows,8.7962,1 Hour,US East 2,Standard_M176bds_4_v3 Spot,,USD,eastus2,Virtual Machines
,Standard_DC4ads_cc_v5,Virtual Machines DCadsccv5 Series Windows,0.39,1 Hour,US East 2,DC4adscc v5,,USD,eastus2,Virtual Machines
,Standard_DC4ads_cc_v5,Virtual Machines DCadsccv5 Series Windows,0.206,1 Hour,US East 2,DC4adscc v5,,USD,eastus2,Virtual Machines
,D16a v4 Spot,Virtual Machines Dav4 Series,0.099994,1 Hour,US East 2,D16a v4/D16as v4 Spot,,USD,eastus2,Virtual Machines
,M64-32ms_v2 Spot,Virtual Machines MSv2 Series Windows,1.83022,1 Hour,US East 2,M64-32ms_v2 Spot,,USD,eastus2,Virtual Machines
,M64-32ms_v2 Spot,Virtual Machines MSv2 Series Windows,1.4182,1 Hour,US East 2,M64-32ms_v2 Spot,,USD,eastus2,Virtual Machines
,D48s v3 Spot,Virtual Machines DSv3 Series,0.444442,1 Hour,US East 2,D48s v3 Spot,,USD,eastus2,Virtual Machines
,Standard_M416-104ds_6_v3 Spot,Virtual Machines Mdsv3 High Memory Series Linux,12.90366,1 Hour,US East 2,Standard_M416-104ds_6_v3 Spot,,USD,eastus2,Virtual Machines
,B2pls v2,Virtual Machines Bpsv2 Series,0.0336,1 Hour,US East 2,B2pls v2,,USD,eastus2,Virtual Machines
,B2pls v2,Virtual Machines Bpsv2 Series,174.0,1 Hour,US East 2,B2pls v2,1 Year,USD,eastus2,Virtual Machines
,B2pls v2,Virtual Machines Bpsv2 Series,336.0,1 Hour,US East 2,B2pls v2,3 Years,USD,eastus2,Virtual Machines
,D48 v4 Spot,Virtual Machines Dv4 Series,0.484301,1 Hour,US East 2,D48 v4 Spot,,USD,eastus2,Virtual Machines
,M128-64ms Spot,Virtual Machines MS Series Windows,5.003216,1 Hour,US East 2,M128-64ms Spot,,USD,eastus2,Virtual Machines
,M128-64ms Spot,Virtual Machines MS Series Windows,3.728314,1 Hour,US East 2,M128-64ms Spot,,USD,eastus2,Virtual Machines
,ND96isrH200v5 Low Priority,Virtual Machines NDsrH200v5 Series Windows,35.686,1 Hour,US East 2,ND96isrH200v5 Low Priority,,USD,eastus2,Virtual Machines
,ND96isrH200v5 Low Priority,Virtual Machines NDsrH200v5 Series Windows,16.96,1 Hour,US East 2,ND96isrH200v5 Low Priority,,USD,eastus2,Virtual Machines
,E16 v3 Low Priority,Virtual Machines Ev3 Series,0.213,1 Hour,US East 2,E16 v3/E16s v3 Low Priority,,USD,eastus2,Virtual Machines
,FX32-8mds v2 Spot,Virtual Machines FXmdsv2 Series Windows,0.81886,1 Hour,US East 2,FX32-8mds v2 Spot,,USD,eastus2,Virtual Machines
,FX32-8mds v2 Spot,Virtual Machines FXmdsv2 Series Windows,0.61278,1 Hour,US East 2,FX32-8mds v2 Spot,,USD,eastus2,Virtual Machines
,E8ns v6,Virtual Machines Env6 Series Linux,0.693,1 Hour,US East 2,E8ns v6,,USD,eastus2,Virtual Machines
,FX16-8mds v2 Spot,Virtual Machines FXmdsv2 Series Windows,0.40936,1 Hour,US East 2,FX16-8mds v2 Spot,,USD,eastus2,Virtual Machines
,FX16-8mds v2 Spot,Virtual Machines FXmdsv2 Series Windows,0.30632,1 Hour,US East 2,FX16-8mds v2 Spot,,USD,eastus2,Virtual Machines
,E32-16ads v6 Spot,Virtual Machines Eadsv6 Series Windows,0.759,1 Hour,US East 2,E32-16ads v6 Spot,,USD,eastus2,Virtual Machines
,E32-16ads v6 Spot,Virtual Machines Eadsv6 Series Windows,0.4646,1 Hour,US East 2,E32-16ads v6 Spot,,USD,eastus2,Virtual Machines
,E64ds v5 Low Priority,Virtual Machines Edsv5 Series Windows,3.021,1 Hour,US East 2,E64ds v5 Low Priority,,USD,eastus2,Virtual Machines
,E64ds v5 Low Priority,Virtual Machines Edsv5 Series Windows,0.922,1 Hour,US East 2,E64ds v5 Low Priority,,USD,eastus2,Virtual Machines
,D2ds v6 Spot,Virtual Machines Ddsv6 Series,0.0175,1 Hour,US East 2,D2ds v6 Spot,,USD,eastus2,Virtual Machines
,Standard_E112ibs_v5 Low Priority,Virtual Machines Ebsv5 Series,1.836,1 Hour,US East 2,E112ibs v5 Low Priority,,USD,eastus2,Virtual Machines
,F2,Virtual Machines F Series,0.099,1 Hour,US East 2,F2/F2s,,USD,eastus2,Virtual Machines
,F2,Virtual Machines F Series,650.0,1 Hour,US East 2,F2/F2s,1 Year,USD,eastus2,Virtual Machines
,F2,Virtual Machines F Series,1224.0,1 Hour,US East 2,F2/F2s,3 Years,USD,eastus2,Virtual Machines
,F72als v6 Spot,Virtual Machines Falsv6 Series Windows,0.998374,1 Hour,US East 2,F72als v6 Spot,,USD,eastus2,Virtual Machines
,F72als v6 Spot,Virtual Machines Falsv6 Series Windows,0.567151,1 Hour,US East 2,F72als v6 Spot,,USD,eastus2,Virtual Machines
,E64-32ads v5 Spot,Virtual Machines Eadsv5 Series,0.545798,1 Hour,US East 2,E64-32ads v5 Spot,,USD,eastus2,Virtual Machines
,E2 v4 Low Priority,Virtual Machines Ev4 Series Windows,0.0872,1 Hour,US East 2,E2 v4 Low Priority,,USD,eastus2,Virtual Machines
,E2 v4 Low Priority,Virtual Machines Ev4 Series Windows,0.0252,1 Hour,US East 2,E2 v4 Low Priority,,USD,eastus2,Virtual Machines
,Standard_EC20as_v5 Spot,ECasv5-series Windows,1.845,1 Hour,US East 2,EC20as_v5 Spot,,USD,eastus2,Virtual Machines
,Standard_EC20as_v5 Spot,ECasv5-series Windows,1.017,1 Hour,US East 2,EC20as_v5 Spot,,USD,eastus2,Virtual Machines
,Standard_L8s_v3 Spot,Virtual Machines Lsv3 Series,0.130945,1 Hour,US East 2,L8s v3 Spot,,USD,eastus2,Virtual Machines
,B16ls v2,Bsv2 Series Cloud Services,0.663,1 Hour,US East 2,B16ls v2,,USD,eastus2,Virtual Machines
,Standard_EC8as_cc_v5 Low Priority,Virtual Machines ECasccv5 Series,0.0904,1 Hour,US East 2,EC8ascc v5 Low Priority,,USD,eastus2,Virtual Machines
,Standard_NV6ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.454,1 Hour,US East 2,NV6ads A10 v5,,USD,eastus2,Virtual Machines
,Standard_NV6ads_A10_v5,Virtual Machines NVadsA10v5 Series,2545.0,1 Hour,US East 2,NV6ads A10 v5,1 Year,USD,eastus2,Virtual Machines
,Standard_NV6ads_A10_v5,Virtual Machines NVadsA10v5 Series,5250.0,1 Hour,US East 2,NV6ads A10 v5,3 Years,USD,eastus2,Virtual Machines
,NV48s v3 Low Priority,Virtual Machines NVSv3 Series,0.912,1 Hour,US East 2,NV48s v3 Low Priority,,USD,eastus2,Virtual Machines
,Standard_M96-48ds_1_v3 Spot,Virtual Machines Mdsv3 Medium Memory Series Windows,2.4276,1 Hour,US East 2,Standard_M96-48ds_1_v3 Spot,,USD,eastus2,Virtual Machines
,Standard_M96-48ds_1_v3 Spot,Virtual Machines Mdsv3 Medium Memory Series Windows,1.986,1 Hour,US East 2,Standard_M96-48ds_1_v3 Spot,,USD,eastus2,Virtual Machines
,D16ads v6 Spot,Virtual Machines Dadsv6 Series,0.118742,1 Hour,US East 2,D16ads v6 Spot,,USD,eastus2,Virtual Machines
,F16,Virtual Machines F Series,0.796,1 Hour,US East 2,F16/F16s,,USD,eastus2,Virtual Machines
,F16,Virtual Machines F Series,5220.0,1 Hour,US East 2,F16/F16s,1 Year,USD,eastus2,Virtual Machines
,F16,Virtual Machines F Series,9918.0,1 Hour,US East 2,F16/F16s,3 Years,USD,eastus2,Virtual Machines
,E16-8s v6 Spot,Virtual Machines Esv6 Series Windows,0.25116,1 Hour,US East 2,E16-8s v6 Spot,,USD,eastus2,Virtual Machines
,E16-8s v6 Spot,Virtual Machines Esv6 Series Windows,0.14812,1 Hour,US East 2,E16-8s v6 Spot,,USD,eastus2,Virtual Machines
,FXmds Type1,FX Series Dedicated Host,4.91,1 Hour,US East 2,FXmds Type1,,USD,eastus2,Virtual Machines
,Standard_D2ps_v5 Low Priority,Virtual Machines Dpsv5 Series,0.0154,1 Hour,US East 2,D2ps v5 Low Priority,,USD,eastus2,Virtual Machines
,DC8edsv5 Low Priority,Virtual Machines DCedsv5 Series,0.0904,1 Hour,US East 2,DC8edsv5 Low Priority,,USD,eastus2,Virtual Machines
,Standard_M24-12s_v3 Low Priority,Virtual Machines Msv3 Medium Memory Series Windows,1.4488,1 Hour,US East 2,Standard_M24-12s_v3 Low Priority,,USD,eastus2,Virtual Machines
,Standard_M24-12s_v3 Low Priority,Virtual Machines Msv3 Medium Memory Series Windows,0.614,1 Hour,US East 2,Standard_M24-12s_v3 Low Priority,,USD,eastus2,Virtual Machines
,E104is v5 Spot,Virtual Machines Esv5 Series Windows,2.370621,1 Hour,US East 2,E104is v5 Spot,,USD,eastus2,Virtual Machines
,E104is v5 Spot,Virtual Machines Esv5 Series Windows,1.424824,1 Hour,US East 2,E104is v5 Spot,,USD,eastus2,Virtual Machines
,standard_D24ds_v3 Spot,DCdsv3 Series Linux,0.37968,1 Hour,US East 2,DC24ds_v3 Spot,,USD,eastus2,Virtual Machines
,Standard_M96-24s_1_v3 Low Priority,Virtual Machines Msv3 Medium Memory Series Linux,1.868,1 Hour,US East 2,Standard_M96-24s_1_v3 Low Priority,,USD,eastus2,Virtual Machines
